word,phonetic,meaning,example,level,frequency,initial_delay_days
ratio,/'reiʃəu/,"n. 比, 比率",,CET4,7635,69
missile,/'misail/,"n. 发射物, 导弹, 飞弹, 火箭；a. 可发射的",,CET4,7633,69
disorder,/dis'ɒ:də/,"n. 杂乱, 混乱；vt. 扰乱, 使失调",,CET4,7632,69
false,/fɒ:ls/,"a. 错误的, 虚伪的, 假的, 不老实的；adv. 不准确地, 欺诈地",,CET4,7630,69
wire,/'waiə/,"n. 电线, 电报, 电信, 铁丝网, 金属丝；vt. 用金属丝捆扎, 拍电报；vi. 打电报",,CET4,7630,69
sensitive,/'sensitiv/,"a. 敏感的, 易感的, 灵敏的, 感光的",,CET4,7628,69
transportation,/.trænspə'teiʃən/,"n. 运输, 输送, 交通车辆",,CET4,7626,69
holy,/'həuli/,"a. 神圣的, 圣洁的, 至善的；n. 神圣的东西",,CET4,7625,69
twin,/twin/,"n. 双胞胎中一人, 一对非常相像的人(或物)中的一个；a. 双胞胎的, 成对的, 孪生的；vi. 生双胞胎, 成对；vt. 怀(双胞胎), 使成对",,CET4,7624,69
tendency,/'tendənsi/,"n. 趋向, 倾向",,CET4,7623,69
chamber,/'tʃeimbə/,"n. 室, 房间, 枪膛；vt. 装(弹药), 把...关在室内；a. 室内的",,CET4,7619,69
deposit,/di'pɒzit/,"n. 存款, 定金, 堆积物；vt. 存放, 堆积；vi. 沉淀",,CET4,7616,69
luck,/lʌk/,"n. 运气, 幸运, 好运, 侥幸；vi. 靠好运成功",,CET4,7616,69
rent,/rent/,"n. 租金, 房租, 出租物, 裂缝, 破裂处, 分裂；vt. 租用, 租出；vi. 出租；a. 分裂的, 破裂的；rend的过去式和过去分词",,CET4,7614,70
pure,/pjuə/,"a. 纯的, 纯净的, 纯洁的, 清白的, 完美的, 无瑕的, 抽象的",,CET4,7613,70
acceptable,/ək'septəbl/,"a. 可接受的, 合意的, 可忍受的",,CET4,7612,70
veteran,/'vetərən/,"n. 老手, 退伍军人, 老兵, 老树；a. 老兵的, 老练的, 经验丰富的",,CET4,7611,70
phenomenon,/fi'nɒminən/,"n. 现象, 迹象, 表现, 奇迹, 奇才",,CET4,7608,70
festival,/'festəvəl/,"a. 节日的, 喜庆的, 快乐的；n. 节日, 庆祝, 欢宴",,CET4,7605,70
toss,/tɒs/,"n. 投掷, 抛, 摇摆, 震荡, 掷钱币决定；vt. 投掷, 猛抬, 摇荡, 使不安, 掷钱币决定；vi. 被到处扔, 摇摆, 颠簸, 辗转, 掷钱币决定某事",,CET4,7604,70
adequate,/'ædikwət/,"a. 适当的, 足够的",,CET4,7602,70
bury,/'beri/,"vt. 埋葬, 埋藏",,CET4,7602,70
pray,/prei/,"v. 祈祷, 恳求, 请",,CET4,7601,70
tomato,/tə'mɑ:təu/,"n. 番茄, 西红柿",,CET4,7600,70
butter,/'bʌtə/,"n. 奶油, 黄油；vt. 涂黄油于",,CET4,7598,70
rapid,/'ræpid/,"a. 迅速的, 飞快的, 急促的, 陡的；n. 急流",,CET4,7598,70
bathroom,/'bɑ:θru:m/,"n. 浴室, 厕所",,CET4,7596,70
frequency,/'fri:kwənsi/,"n. 频率, 频数",,CET4,7594,70
electronic,/.ilek'trɒnik/,a. 电子的,,CET4,7593,70
mixture,/'mikstʃə/,"n. 混合, 混淆, 混合物",,CET4,7587,70
resist,/ri'zist/,"v. 抵抗, 耐得住, 抵制, 反抗；n. 防染材料",,CET4,7585,70
toy,/tɒi/,"n. 玩具, 小玩艺儿, 小型的东西, 消遣；a. 供玩耍的, 作为玩具的；vi. 玩弄, 戏弄, 调情",,CET4,7582,70
dimension,/dai'menʃən/,"n. 尺寸, 次元, 面积, 维数；vt. 标出尺寸",,CET4,7580,70
fellow,/'feləu/,"n. 男人, 朋友, 同事；a. 同伴的, 同事的, 同道的",,CET4,7579,71
routine,/ru:'ti:n/,"n. 常规, 日常工作, 惯例, 例行公事；a. 日常的, 常规的",,CET4,7579,71
rough,/rʌf/,"n. 粗糙的东西, 毛坯, 未加工品, 梗概, 草图, 暴徒, 艰难；a. 粗糙的, 粗暴的, 蓬乱的, 草率的, 大致的, 简陋的, 暴风雨的, 艰难的；vt. 使粗糙, 使不平, 使蓬乱, 粗制, 草拟, 粗暴对待, 对...动粗；vi. 变粗糙；adv. 粗糙地, 粗暴地",,CET4,7578,71
smooth,/smu:ð/,"a. 平滑的, 平稳的, 流畅的, 和蔼的, 安祥的, 圆滑的, 调匀的, 无毛的；vt. 使光滑, 烫平, 使平和, 消除；vi. 变平滑, 变平静；n. 一块平地, 平滑部分",,CET4,7578,71
nearby,/'niəbai/,"a. 附近的, 近旁的；adv. 在附近, 近旁地；prep. 在...附近",,CET4,7577,71
remarkable,/ri'mɑ:kəbl/,"a. 不平常的, 值得注意的, 显著的",,CET4,7577,71
personnel,/.pə:sə'nel/,"n. 人员, 人事部门, 人事科(处)",,CET4,7575,71
maximum,/'mæksimən/,"n. 极点, 最大量, 极大；a. 最高的, 最大的, 最大极限的",,CET4,7573,71
furniture,/'fənitʃə/,"n. 家具, 帆具",,CET4,7572,71
brilliant,/'briljənt/,"a. 光辉的, 灿烂的, 有才气的",,CET4,7571,71
belt,/belt/,"n. 带子, 地带",,CET4,7570,71
register,/'redʒistə/,"n. 寄存器, 记录, 登记簿, 注册；vt. 记录, 注册, 提示, 表达, 把...挂号；vi. 登记, 注册, 挂号",,CET4,7570,71
pipe,/paip/,"n. 管, 导管, 输送管, 管状器官, 声带, 尖细的声音, 烟斗, 笛, 管乐器；vt. 以管输送, 吹哨子, 吹奏, 尖声唱；vi. 吹笛, 尖叫, 吹长哨发令",,CET4,7562,71
mere,/miə/,"n. 小湖, 池塘；a. 仅仅的, 只不过的",,CET4,7560,71
teenager,/'ti:nidʒə/,n. 十三岁到十九岁的少年,,CET4,7560,71
instance,/'instəns/,"n. 建议, 情况, 例子, 场合；vt. 引以为例, 举例说明",,CET4,7559,71
flag,/flæg/,"n. 标志, 旗标, 旗子, 信号旗, 菖蒲；vt. 悬旗, 打旗号, 铺石板；vi. 无力地下垂",,CET4,7556,71
whisper,/'hwispə/,"n. 耳语, 密谈, 谣传, 沙沙声；vi. 耳语, 密谈, 沙沙地响；vt. 低声说",,CET4,7554,71
landlord,/'lændlɒ:d/,"n. 房东, 地主",,CET4,7553,71
corn,/kɒ:n/,"n. 玉蜀黍, 谷类, 谷粒, 鸡眼；vt. 使成颗粒, 腌",,CET4,7552,71
throat,/θrəut/,"n. 咽喉, 喉咙, 嗓音；vt. 用喉音说, 开沟于",,CET4,7551,72
junior,/'dʒu:njə/,"n. 年少者, 地位较低者, 大学三年级学生；a. 年少的, 下级的, 后进的",,CET4,7549,72
wooden,/'wudn/,"a. 木制的, 呆笨的, 木然的",,CET4,7548,72
swing,/swiŋ/,"n. 摇摆, 振幅, 音律, 节奏, 涨落, 秋千, 旋转, 行动自由；vi. 摇摆, 悬挂, 旋转, 大摇大摆地走, 转向；vt. 挥舞, 使旋转, 使转向, 悬挂, 吊运；a. 旋转的, 悬挂的, 强节奏爵士音乐的",,CET4,7547,72
salary,/'sæləri/,n. 薪水；vt. 给...加薪,,CET4,7545,72
cheek,/tʃi:k/,"n. 颊, 厚颜, 脸蛋",,CET4,7544,72
equation,/i'kweiʃən/,"n. 相等, 等式, 平衡",,CET4,7542,72
crop,/krɒp/,"n. 农作物, 产量, 平头；vt. 收割, 修剪, 种植；vi. 收获",,CET4,7539,72
pace,/peis/,"n. 速度, 步调, 步法；vi. 踱步, 缓慢走；vt. 用步测, 踱步于",,CET4,7539,72
overcome,/.əuvə'kʌm/,"vt. 战胜, 克服, 胜过；vi. 得胜",,CET4,7538,72
behave,/bi'heiv/,"vi. 举止端正, 行为规矩；vt. 检点(自己的)行为, 使表现好",,CET4,7537,72
rank,/ræŋk/,"n. 等级, 排, 横列, 队伍, 阶级；a. 茂密丛生的, 恶臭的, 十足的, 粗俗的；vt. 排列, 归类于, 把...分等；vi. 列为, 列队；n. 秩",,CET4,7536,72
entrance,/'entrəns/,"n. 入口, 进入点, 入场, 入学, 进入, 开始(阶段), 就任；vt. 使出神, 使入迷",,CET4,7535,72
anxiety,/æŋ'zaiəti/,"n. 焦虑, 忧虑, 令人焦虑的事",,CET4,7533,72
permission,/pə'miʃən/,"n. 许可, 允许",,CET4,7532,72
electric,/i'lektik/,"a. 电的, 导电的, 电动的",,CET4,7531,72
embrace,/im'breis/,"n. 拥抱；vt. 拥抱, 互相拥抱, 包含, 收买；vi. 拥抱",,CET4,7527,72
reserve,/ri'zə:v/,"n. 储备品, 贮量, 后备军, 自然保护区, 保留, 拘谨, 节制, 储备金；vt. 保留, 保存, 预订, 延期, 推迟",,CET4,7525,72
pan,/pæn/,"n. 平锅, 浅盘, 盆地, 硬土层, 拍摄全景；v. 上下左右移动, 摇镜头, 淘洗, 淘金",,CET4,7521,72
carpet,/'kɑ:pit/,"n. 地毯, 地毯状物；vt. 铺以地毯, 铺盖",,CET4,7516,72
mayor,/'mєə/,n. 市长,,CET4,7514,73
scope,/skəup/,"n. 范围, 机会, 广度, 眼界, 观察仪器, 导弹射程",,CET4,7513,73
pink,/piŋk/,"n. 粉红色, 石竹花, 化身, 典范, 头面人物, 极度；a. 粉红的, 石竹科的, 比较激进的, 脸色发红的, 精致的, 有点下流的；vt. 刺, 扎, 刺痛, 射伤, 使面红耳赤, 使变粉红色；vi. 变粉红色",,CET4,7512,73
platform,/'plætfɒ:m/,"n. 站台, 月台, 讲台, 论坛, 平台",,CET4,7509,73
curtain,/'kə:tən/,"n. 帐, 幕, 窗帘；vt. 装帘子于, 遮蔽",,CET4,7508,73
grandmother,/'grændmʌðə/,"n. 祖母, 女祖先",,CET4,7505,73
paragraph,/'pærəgrɑ:f/,"n. 段落, 短评；vt. 将...分段, 分段落；vi. 写短讯",,CET4,7505,73
cricket,/'krikit/,"n. 蟋蟀, 板球",,CET4,7504,73
favor,/'feivə/,"n. 好意, 喜爱；vt. 赐予, 支持, 喜欢, 证实",,CET4,7500,73
journal,/'dʒə:nəl/,"n. 日记, 杂志, 日报",,CET4,7500,73
detect,/di'tekt/,"vt. 发现, 察觉, 探测",,CET4,7498,73
consent,/kən'sent/,"n. 同意, 许可；vi. 同意, 赞同",,CET4,7497,73
stomach,/'stʌmək/,"n. 胃, 食欲, 欲望, 肚子；vt. 吃下, 忍受",,CET4,7497,73
comprise,/kəm'praiz/,"vt. 包含, 构成",,CET4,7496,73
weigh,/wei/,"vt. 称...重量, 衡量, 把...压弯, 考虑, 权衡, 起锚；vi. 称分量, 有意义, 重压, 起锚；n. 过秤, 称分量",,CET4,7496,73
curve,/kə:v/,"n. 曲线, 弯曲, 曲线球；vt. 弯, 使弯曲；vi. 成曲形",,CET4,7494,73
elementary,/.eli'mentəri/,"a. 初步的, 基本的",,CET4,7489,73
aggressive,/ə'gresiv/,"a. 侵略的, 挑畔的, 进取的",,CET4,7486,73
concert,/'kɒnsət/,"n. 音乐会, 和声, 一致；vt. 协力, 协调；vi. 协力",,CET4,7485,73
disk,/disk/,"n. 圆盘, 磁盘",,CET4,7482,73
extreme,/ik'stri:m/,"n. 极端, 末端；a. 极端的, 尽头的, 极度的, 偏激的",,CET4,7481,74
tube,/tju:b/,"n. 管, 软管, 隧道；vt. 把...装管, 使通过管子",,CET4,7480,74
presumably,/pri'zu:məbli/,"adv. 推测上, 大概",,CET4,7478,74
quit,/kwit/,"vi. 离开, 辞职, 停止；vt. 离开, 放弃, 使解除, 停止；n. 离开",,CET4,7478,74
genuine,/'dʒenjuin/,"a. 真正的, 真实的, 诚恳的",,CET4,7476,74
guarantee,/.gærən'ti:/,"n. 担保, 抵押品, 保证书；vt. 保证, 担保",,CET4,7475,74
greatly,/'greitli/,"adv. 很, 非常",,CET4,7474,74
latin,/'lætin/,"n. 拉丁人, 拉丁语；a. 拉丁人的, 拉丁语的",,CET4,7474,74
jail,/dʒeil/,"n. 监牢, 监狱, 拘留所；vt. 监禁, 下狱",,CET4,7472,74
honest,/'ɒnist/,"a. 诚实的, 坦直的, 可靠的",,CET4,7470,74
sake,/seik/,"n. 目的, 缘故, 理由",,CET4,7466,74
relax,/ri'læks/,"vi. 放松, 松懈, 松弛, 变从容, 休息, 休养；vt. 使松弛, 缓和, 使松懈, 使休息",,CET4,7465,74
essay,/'esei. e'sei/,"n. 随笔, 短文, 评论, 企图；vt. 试图",,CET4,7464,74
edition,/i'diʃən/,"n. 版本, 版, 翻版",,CET4,7463,74
circuit,/'sə:kit/,"n. 电路, 环(行)道, 巡回",,CET4,7461,74
giant,/'dʒaiənt/,"n. 巨人, 大力士, 巨大怪物；a. 庞大的, 巨大的",,CET4,7461,74
clock,/klɒk/,"n. 时钟, 计时器, (袜子上的)绣花边花；vt. 绣花样, 记时, 记录；vi. 记录时间",,CET4,7457,74
pop,/pɒp/,"n. 砰然声, 枪击, 含气饮料, 流行音乐, 通俗艺术；a. 流行的, 热门的, 通俗的；vt. 使发出爆裂声, 开枪打, 突然伸出；vi. 发出爆裂声, 射击, 突然出现, 瞪大；adv. 突然, 砰地",,CET4,7455,74
chemical,/'kemikl/,"n. 化学药品；a. 化学的, 化学上用的",,CET4,7452,74
resign,/ri'zain/,"vt. 辞职, 放弃, 使顺从；vi. 辞职, 屈从",,CET4,7451,74
criticize,/'kritisaiz/,"v. 批评, 吹毛求疵, 非难",,CET4,7450,75
bath,/bæθ.bɑ:θ/,"n. 沐浴, 浴室",,CET4,7449,75
differ,/'difə/,"vi. 不一致, 不同",,CET4,7448,75
advanced,/əd'vɑ:nst/,"a. 在前的, 高级的, 先进的, 年老的",,CET4,7443,75
stupid,/'stju:pid/,"a. 愚蠢的, 麻木的",,CET4,7442,75
defeat,/di'fi:t/,"n. 败北, 失败；vt. 击败, 使落空",,CET4,7440,75
shell,/ʃel/,"n. 贝壳, 壳, 外形, 炮弹；vt. 去壳, 脱落, 炮轰；vi. 剥落, 脱壳",,CET4,7440,75
classical,/'klæsikl/,"a. 古典的, 正统派的, 经典的",,CET4,7438,75
peasant,/'peznt/,"n. 农夫, 乡下人",,CET4,7436,75
province,/'prɒvins/,"n. 省, 地方, 职权, 领域",,CET4,7435,75
pause,/pɒ:z/,"n. 暂停, 中止, 停顿, 间歇, 踌躇, 休止符；vi. 暂停, 中止, 停顿, 踌躇",,CET4,7434,75
acquisition,/.ækwi'ziʃən/,"n. 获得, 获得物",,CET4,7433,75
onion,/'ʌnjən/,n. 洋葱；vt. 因洋葱使掉泪,,CET4,7433,75
brand,/brænd/,"n. 商标, 牌子, 烙印；vt. 打烙印于",,CET4,7430,75
assure,/ə'ʃuə/,"vt. 保证, 使确信, 弄清楚, 担保",,CET4,7429,75
mad,/mæd/,"a. 疯狂的, 发疯的, 生气的, 愚蠢的, 狂欢的；n. 狂怒",,CET4,7428,75
split,/split/,"n. 劈开, 裂片, 裂缝, 分裂, 派系, 派别, 柳条；a. 劈开的；vi. 分离, 分开, 裂开, 被劈开；vt. 劈开, 切开, 使分裂, 使分离",,CET4,7427,75
altogether,/.ɒ:ltə'geðə/,"adv. 完全地, 总而言之",,CET4,7425,75
utility,/ju:'tiliti/,"n. 功用, 有用之物, 实用, 公用事业, 实用程序；a. 实用的, 有多种用途的",,CET4,7422,75
confident,/'kɒnfidənt/,"a. 有信心的, 有把握的",,CET4,7420,75
remark,/ri'mɑ:k/,"n. 评论, 注意；vt. 评论, 注意；vi. 评论, 谈论",,CET4,7419,76
helpful,/'helpful/,"a. 有帮助的, 有益的, 有用的",,CET4,7418,76
highway,/'haiwei/,"n. 公路, 大道, 捷径",,CET4,7417,76
survival,/sə'vaivəl/,"n. 生存, 残存, 幸存者；a. 赖以生存的",,CET4,7416,76
sink,/siŋk/,"n. 藏垢的场所, 沟渠, 污水槽；vi. 下沉, 沉没, 下陷, 减弱, 衰退, 消沉, 堕落, 渗透；vt. 使低落, 使下沉, 陷于, 投入(资金等), 挖掘",,CET4,7415,76
workshop,/'wə:kʃɒp/,"n. 工场, 车间, 研讨会",,CET4,7413,76
lecture,/'lektʃə/,"n. 演讲, 谴责, 讲稿；vt. 演讲, 训诫, 说教；vi. 讲演",,CET4,7412,76
ingredient,/in'gri:diənt/,"n. 成分, 因素",,CET4,7410,76
occupation,/.ɒkju'peiʃən/,"n. 职业, 占有, 占有期, 占领, 占领军",,CET4,7409,76
stake,/steik/,"n. 桩, 炮烙刑, 木柱, 赌注, 奖金；vt. 打桩, 用桩撑, 下赌注, 资助；vi. 打赌",,CET4,7409,76
mount,/maunt/,"n. 乘骑用马, 框, 衬纸, 山；vi. 乘马, 爬上, 增长；vt. 爬上, 使上马, 装上, 装裱, 安放, 制作...的标本, 设置, 上演",,CET4,7404,76
snap,/snæp/,"vt. 使突然中断, 猛咬, 争夺, 拉断, 使有啪啪声, 厉声说, 突然射击, 用快照拍摄；vi. 咬, 扑, 抓, 折断, 劈啪地响, 厉声说, 砰然关上；n. 猛咬, 猛扑, 劈啪声, 申斥, 快照, 活力, 一般时期的寒冷天气, 揿钮；a. 突然的, 装搭扣的；adv. 猛地",,CET4,7403,76
formula,/'fɒ:mjulə/,"n. 客套语, 公式, 准则",,CET4,7400,76
guidance,/'gaidns/,"n. 指导, 领导",,CET4,7399,76
ultimate,/'ʌltimit/,"n. 终极, 根本, 顶点, 基本原则；a. 终极的, 根本的, 极限的, 最远的, 最后的, 最大的",,CET4,7399,76
statistics,/stə'tistiks/,"n. 统计学, 统计资料",,CET4,7398,76
tail,/teil/,"n. 尾部, 后部, 辫子, 随员, 特务, 燕尾服, 踪迹, 限定继承(权)；a. 在后面的, 从后面而来的, 限定继承的, 尾部的, 后部的；vt. 为...装尾, 附于其后, 尾随, 使搭牢, 跟踪, 监视；vi. 跟踪, 船尾搁浅",,CET4,7396,76
gear,/giə/,"n. 齿轮, 工具；vt. 以齿轮连起, 开动, 使适应, 安排；vi. 连接上, 适合",,CET4,7393,76
found,/faund/,"vt. 建立, 创立, 铸造；find的过去式和过去分词",,CET4,7392,76
barrier,/'bæriə/,"n. 障碍, 栅栏",,CET4,7391,76
assign,/ə'sain/,"vt. 分配, 指派, 赋值",,CET4,7389,77
poet,/'pəuit/,n. 诗人,,CET4,7387,77
gang,/gæŋ/,"n. 队, 群, 帮；vi. 成群结队, 结成一伙；vt. 使成群结队",,CET4,7386,77
classic,/'klæsik/,"n. 古典作品, 杰作, 大艺术家；a. 第一流的, 最优秀的, 古典的",,CET4,7384,77
label,/'leibl/,"n. 标签, 称号, 商标, 标志；vt. 贴标签于, 标注",,CET4,7381,77
widespread,/'waidspred/,"a. 充分伸展的, 广布的, 普及的, 流传广的",,CET4,7379,77
respectively,/ri'spektivli/,"adv. 各自地, 独自地, 个别地, 分别地",,CET4,7378,77
vacation,/vei'keiʃən/,"n. 假期, 休假",,CET4,7378,77
advocate,/'ædvəkeit/,"n. 提倡者, 拥护者；vt. 主张, 提倡",,CET4,7377,77
draft,/dræft. drɑ:ft/,"n. 气流, 草稿, 汇票, 草案；vt. 起草, 征兵",,CET4,7376,77
extraordinary,/ik'strɒ:dənəri/,"a. 非常的, 特别的, 非凡的",,CET4,7375,77
fortune,/'fɒ:tʃən/,"n. 财富, 运气, 兴隆, 大量财产, 好运, 命运",,CET4,7374,77
heaven,/'hevn/,"n. 天堂, 上帝, 天空",,CET4,7374,77
yell,/jel/,"vi. 叫喊, 大叫, (齐声)呐喊欢呼；vt. 喊叫着说；n. 叫声, 喊声, 呐喊",,CET4,7372,77
anxious,/'æŋʃəs/,"a. 忧虑的, 发愁的, 渴望的",,CET4,7370,77
distant,/'distənt/,"a. 远的, 疏远的",,CET4,7370,77
satellite,/'sætlait/,n. 人造卫星,,CET4,7368,77
chocolate,/'tʃɒkəlit/,n. 巧克力；a. 巧克力制的,,CET4,7364,77
sweep,/swi:p/,"n. 扫除, 打扫, 肃清, 视野, 范围, 全胜；vt. 扫除, 掸去, 猛拉, 扫荡, 肃清, 冲走, 刮起, 环视, 掠过, 扫射；vi. 扫, 打扫, 袭击, 席卷, 扫视, 掠过",,CET4,7364,77
stable,/'steibl/,"n. 马房, 牛棚；a. 稳定的, 安定的, 坚固的, 坚定的；vt. 赶入马房；vi. 被关在马厩",,CET4,7363,77
ceiling,/'si:liŋ/,n. 天花板,,CET4,7359,78
universal,/.ju:ni'və:sl/,"a. 全世界的, 普遍的, 宇宙的, 通用的；n. 一般概念",,CET4,7358,78
spin,/spin/,"n. 旋转, 自旋, 疾驰, 情绪低落；vt. 纺织, 纺, 使旋转, 编造；vi. 纺纱, 吐丝, 作茧, 结网, 旋转, 自旋, 疾驰",,CET4,7356,78
button,/'bʌtən/,"n. 钮扣, 按钮；vi. 扣住；vt. 钉钮扣于, 扣紧",,CET4,7355,78
clothing,/'kləuðiŋ/,n. 衣服,,CET4,7350,78
super,/'sju:pə/,"n. 跑龙套角色, 冗员, 特级品, 特大号, 管理人；a. 上等的, 特大的, 超级的, 极好的, 十分的, 过分的；adv. 非常",,CET4,7349,78
pitch,/pitʃ/,"n. 程度, 坡度, 顶点, 前倾, 倾斜, 投掷, 音高, 螺距, 节距, 摊位, 树脂, 沥青；vt. 投, 掷, 向前倾跌, 扎营, 竭力推销, 为...定调, 定位于, 用沥青涂；vi. 搭帐篷, 投掷, 向前跌, 猛然摔倒, 坠落, 倾斜",,CET4,7348,78
yield,/ji:ld/,"n. 生产量, 投资收益；vt. 出产, 给予, 让出, 放弃, 使屈服；vi. 出产, 屈服, 投降, 倒塌",,CET4,7348,78
fence,/fens/,"n. 围墙, 栅栏, 买卖赃物的人, 剑术；vt. 用篱笆围住, 练习剑术, 防护；vi. 击剑, 搪塞",,CET4,7347,78
portrait,/'pɒ:treit/,"n. 肖像, 人像, 半身像, 描写, 竖排格式",,CET4,7345,78
indication,/.indi'keiʃən/,"n. 指示, 象征, 暗示",,CET4,7344,78
roughly,/'rʌfli/,"adv. 概略地, 粗糙地, 粗暴地",,CET4,7343,78
bunch,/bʌntʃ/,"n. 串, 束",,CET4,7342,78
concerning,/kən'sə:niŋ/,prep. 关于,,CET4,7341,78
awful,/'ɒ:ful/,"a. 可怕的, 庄严的, 虔敬的",,CET4,7340,78
distribute,/di'stribju:t/,"vt. 分配, 散布, 分发",,CET4,7338,78
burden,/'bə:dn/,"n. 负担, 重载, 担子, 责任；vt. 装货于, 烦扰, 使负担",,CET4,7335,78
react,/ri'ækt/,"vi. 起反应, 起作用, 反攻",,CET4,7334,78
measurement,/'meʒədmənt/,"n. 尺寸, 度量, 度量单位",,CET4,7333,78
ceremony,/'seriməni/,"n. 典礼, 仪式, 礼节",,CET4,7330,78
communicate,/kə'mju:nikeit/,"vt. 显露, 传达, 感染；vi. 通讯",,CET4,7328,79
ownership,/'əunəʃip/,"n. 所有权, 物主身份",,CET4,7328,79
enthusiasm,/in'θju:ziæzəm/,"n. 巨大的热情, 热心",,CET4,7322,79
cease,/si:s/,"n. 停止；v. 停止, 终了",,CET4,7321,79
impressive,/im'presiv/,"a. 给人深刻印象的, 威严的",,CET4,7320,79
satisfaction,/.sætis'fækʃən/,"n. 满足, 满意, 快事, 赔偿, 赎罪, 报仇的机会",,CET4,7317,79
remote,/ri'məut/,"a. 遥远的, 偏僻的, 疏远的, 微少的",,CET4,7316,79
resort,/ri'zɒ:t/,"n. 度假胜地, 手段, 凭借, 常去之地；vi. 诉诸, 常去",,CET4,7316,79
destruction,/di'strʌkʃən/,"n. 破坏, 毁灭",,CET4,7315,79
tissue,/'tiʃu:/,"n. 薄的织物, 薄纱, 棉纸, 组织, 一套",,CET4,7312,79
interval,/'intəvəl/,"n. 间隔, 距离, 间歇, 间隙",,CET4,7311,79
eighteen,/'ei'ti:n/,"num. 十八, 十八个",,CET4,7310,79
pant,/pænt/,"n. 喘息, 悸动；vi. 喘息, 渴望；vt. 气喘吁吁地说",,CET4,7310,79
princess,/'prinsis/,"n. 公主, 王妃, 女巨头",,CET4,7309,79
stranger,/'streindʒə/,"n. 陌生人, 门外汉",,CET4,7309,79
confusion,/kən'fju:ʒən/,"n. 混乱, 混淆, 无秩序",,CET4,7308,79
provided,/prə'vaidid/,"conj. 倘若, 以...为条件",,CET4,7305,79
bet,/bet/,"n. 打赌, 赌注；v. 打赌",,CET4,7301,79
virus,/'vaiərəs/,"n. 病毒, 滤过性病毒, 毒害",,CET4,7299,79
storage,/'stɒ:ridʒ/,"n. 存储器, 储藏, 保管, 库存, 仓库",,CET4,7297,79
assistant,/ə'sistənt/,"n. 助手, 助理, 助教；a. 有帮助的, 辅助的, 助理的",,CET4,7294,80
strengthen,/'streŋθən/,"vt. 加强, 变坚固；vi. 变强, 股票上涨",,CET4,7294,80
summary,/'sʌməri/,"n. 摘要, 概要；a. 摘要的, 简略的",,CET4,7292,80
architecture,/'ɑ:kitektʃə/,"n. 建筑学, 建筑式样",,CET4,7288,80
encounter,/in'kauntə/,"n. 相会, 相遇, 遭遇；vt. 遇见, 邂逅, 会战；vi. 偶然相遇",,CET4,7288,80
cousin,/'kʌzən/,"n. 堂兄弟姊妹, 表兄弟姊妹",,CET4,7286,80
outstanding,/.aut'stændiŋ/,"a. 杰出的, 突出的, 未偿付的, 未决定的",,CET4,7286,80
minimum,/'miniməm/,"a. 最小的, 最低的；n. 最小值",,CET4,7285,80
blind,/blaind/,"n. 蒙蔽物, 窗帘；a. 盲目的, 瞎的, 不加思考的；vt. 使失明, 蒙蔽, 遮暗；adv. 盲目地",,CET4,7284,80
exceed,/ik'si:d/,"vt. 超过, 超越, 胜过；vi. 超过其他",,CET4,7282,80
genetic,/dʒi'netik/,"a. 创始的, 遗传的, 起源的, 遗传学的",,CET4,7279,80
slave,/sleiv/,"n. 奴隶, 从动装置, 卑鄙的人；vi. 拼命工作",,CET4,7273,80
accurate,/'ækjurət/,"a. 正确的, 精确的",,CET4,7272,80
translate,/træns'leit/,"vt. 翻译, 解释, 转化, 转变为, 调动；vi. 翻译, 被译",,CET4,7271,80
terror,/'terə/,"n. 恐怖, 可怕的人",,CET4,7268,80
